	(1)
VARIABLES	lgxq_llm
	
1.treated	-0.0174*
105.ID	-0.990
	(0.982)
106.ID	1.498
	(0.982)
107.ID	1.498
	(0.982)
108.ID	1.498
	(0.982)
109.ID	-0.775
	(0.982)
110.ID	-1.644*
	(0.982)
111.ID	-1.644*
	(0.982)
112.ID	0.990
	(0.982)
113.ID	-0.990
	(0.982)
114.ID	0.990
	(0.982)
115.ID	0.990
	(0.982)
116.ID	-0.775
	(0.982)
117.ID	0.990
	(0.982)
118.ID	0.990
	(0.982)
119.ID	1.498
	(0.982)
120.ID	0.234
	(0.982)
121.ID	0.990
	(0.982)
122.ID	1.498
	(0.982)
123.ID	0.362
	(1.496)
125.ID	0.990
	(0.982)
126.ID	0.990
	(0.982)
127.ID	-1.644*
	(0.982)
128.ID	-0.775
	(0.982)
129.ID	0.990
	(0.982)
130.ID	-0.990
	(0.982)
131.ID	-0.775
	(0.982)
132.ID	-1.644*
	(0.982)
133.ID	0.990
	(0.982)
134.ID	-0.0978
	(0.982)
135.ID	0
	(1.389)
136.ID	0.990
	(0.982)
137.ID	0
	(1.389)
138.ID	1.498
	(0.982)
139.ID	-0.990
	(0.982)
140.ID	-0.598
	(0.982)
142.ID	-0.990
	(0.982)
144.ID	-0.990
	(0.982)
145.ID	-0.775
	(0.982)
146.ID	0.990
	(0.982)
147.ID	1.498
	(0.982)
148.ID	0.990
	(0.982)
149.ID	-1.644*
	(0.982)
150.ID	0
	(1.401)
151.ID	-0.775
	(0.982)
152.ID	0.990
	(0.982)
153.ID	0.990
	(0.982)
154.ID	1.244
	(1.012)
155.ID	-0.990
	(0.982)
156.ID	-0.990
	(0.982)
157.ID	0.990
	(0.982)
158.ID	0.990
	(0.982)
159.ID	-0.775
	(0.982)
160.ID	0.990
	(0.982)
161.ID	0.251
	(1.427)
163.ID	-0.775
	(0.982)
164.ID	-0.990
	(0.982)
165.ID	-0.990
	(0.982)
166.ID	0.990
	(0.982)
167.ID	-0.990
	(0.982)
168.ID	0.990
	(0.982)
169.ID	0.990
	(0.982)
170.ID	-0.775
	(0.982)
171.ID	-0.775
	(0.982)
172.ID	-0.990
	(0.982)
173.ID	0.990
	(0.982)
174.ID	0.990
	(0.982)
175.ID	-0.775
	(0.982)
176.ID	-0.990
	(0.982)
177.ID	0.990
	(0.982)
178.ID	-1.644*
	(0.982)
179.ID	-0.990
	(0.982)
180.ID	0.121
	(0.982)
181.ID	-1.644*
	(0.982)
182.ID	-0.990
	(0.982)
183.ID	-0.775
	(0.982)
184.ID	-0.990
	(0.982)
185.ID	1.498
	(0.982)
186.ID	0.788
	(1.004)
187.ID	1.498
	(0.982)
188.ID	0.990
	(0.982)
189.ID	-0.882
	(0.989)
190.ID	-0.990
	(0.982)
191.ID	-0.775
	(0.982)
192.ID	-0.990
	(0.982)
194.ID	0.990
	(0.982)
196.ID	-0.990
	(0.982)
197.ID	0.990
	(0.982)
198.ID	-0.990
	(0.982)
199.ID	-0.990
	(0.982)
200.ID	0.990
	(0.982)
201.ID	-0.990
	(0.982)
202.ID	0.990
	(0.982)
203.ID	1.498
	(0.982)
204.ID	1.498
	(0.982)
205.ID	0.990
	(0.982)
206.ID	-0.990
	(0.982)
207.ID	-0.990
	(0.982)
208.ID	-0.990
	(0.982)
209.ID	1.498
	(0.982)
210.ID	-0.990
	(0.982)
212.ID	-0.990
	(0.982)
213.ID	1.498
	(0.982)
214.ID	-0.990
	(0.982)
217.ID	0.990
	(0.982)
218.ID	-0.990
	(0.982)
219.ID	-0.775
	(0.982)
220.ID	0.990
	(0.982)
221.ID	0.990
	(0.982)
222.ID	1.498
	(0.982)
223.ID	-0.775
	(0.982)
224.ID	1.244
	(1.012)
225.ID	0.990
	(0.982)
226.ID	-1.264
	(0.982)
227.ID	0.990
	(0.982)
228.ID	1.498
	(0.982)
229.ID	0.990
	(0.982)
230.ID	0.990
	(0.982)
231.ID	-0.775
	(0.982)
232.ID	-0.990
	(0.982)
233.ID	-0.775
	(0.982)
234.ID	0.990
	(0.982)
235.ID	-0.0978
	(0.982)
236.ID	1.498
	(0.982)
237.ID	0.990
	(0.982)
238.ID	0.990
	(0.982)
239.ID	1.276
	(0.982)
240.ID	0.990
	(0.982)
241.ID	0.990
	(0.982)
242.ID	-0.990
	(0.982)
243.ID	0.587
	(0.982)
244.ID	1.133
	(0.994)
245.ID	-0.990
	(0.982)
246.ID	0.990
	(0.982)
247.ID	0.990
	(0.982)
248.ID	-0.598
	(0.982)
249.ID	-0.990
	(0.982)
250.ID	1.498
	(0.982)
251.ID	-0.990
	(0.982)
252.ID	-0.775
	(0.982)
253.ID	-0.990
	(0.982)
254.ID	-0.990
	(0.982)
255.ID	1.498
	(0.982)
256.ID	0.990
	(0.982)
257.ID	0.990
	(0.982)
258.ID	-0.990
	(0.982)
259.ID	0.990
	(0.982)
260.ID	0.990
	(0.982)
261.ID	-1.644*
	(0.982)
263.ID	-0.990
	(0.982)
264.ID	1.498
	(0.982)
266.ID	0.990
	(0.982)
267.ID	-0.775
	(0.982)
268.ID	0.990
	(0.982)
269.ID	0.990
	(0.982)
270.ID	0.990
	(0.982)
271.ID	-0.990
	(0.982)
272.ID	1.498
	(0.982)
274.ID	-0.990
	(0.982)
275.ID	-0.775
	(0.982)
276.ID	0.587
	(0.982)
277.ID	0.990
	(0.982)
278.ID	-1.436
	(0.982)
279.ID	-0.775
	(0.982)
280.ID	0.990
	(0.982)
281.ID	0.990
	(0.982)
282.ID	-1.264
	(0.982)
283.ID	-0.990
	(0.982)
284.ID	-0.990
	(0.982)
285.ID	-0.990
	(0.982)
286.ID	-0.990
	(0.982)
288.ID	0.990
	(0.982)
289.ID	0.990
	(0.982)
290.ID	0.990
	(0.982)
291.ID	-0.990
	(0.982)
292.ID	1.133
	(0.994)
293.ID	-0.990
	(0.982)
294.ID	-0.598
	(0.982)
295.ID	0
	(1.389)
296.ID	-0.317
	(0.982)
297.ID	0.990
	(0.982)
298.ID	0.990
	(0.982)
299.ID	1.498
	(0.982)
300.ID	0.990
	(0.982)
301.ID	-0.990
	(0.982)
302.ID	1.498
	(0.982)
303.ID	-0.457
	(0.991)
304.ID	1.498
	(0.982)
305.ID	0.990
	(0.982)
306.ID	-0.598
	(0.982)
307.ID	-0.775
	(0.982)
308.ID	-0.0978
	(0.982)
309.ID	-0.775
	(0.982)
310.ID	-0.990
	(0.982)
311.ID	-2.263**
	(0.982)
312.ID	0.990
	(0.982)
313.ID	-0.775
	(0.982)
314.ID	-0.794
	(1.000)
315.ID	-0.990
	(0.982)
316.ID	-0.598
	(0.982)
317.ID	0.990
	(0.982)
318.ID	0.990
	(0.982)
319.ID	0.990
	(0.982)
320.ID	-0.775
	(0.982)
321.ID	-0.598
	(0.982)
322.ID	1.244
	(1.012)
323.ID	0.362
	(1.509)
324.ID	-0.990
	(0.982)
325.ID	-0.990
	(0.982)
326.ID	0.990
	(0.982)
327.ID	0.990
	(0.982)
328.ID	0.990
	(0.982)
329.ID	-0.990
	(0.982)
330.ID	1.276
	(0.982)
331.ID	-0.990
	(0.982)
332.ID	0.990
	(0.982)
333.ID	0.990
	(0.982)
334.ID	-0.990
	(0.982)
335.ID	-0.990
	(0.982)
336.ID	0.921
	(0.982)
337.ID	-0.990
	(0.982)
338.ID	0.990
	(0.982)
339.ID	0.990
	(0.982)
340.ID	1.498
	(0.982)
341.ID	-0.775
	(0.982)
342.ID	-0.990
	(0.982)
343.ID	0.990
	(0.982)
344.ID	-0.775
	(0.982)
345.ID	1.498
	(0.982)
346.ID	-2.263**
	(0.982)
347.ID	-0.598
	(0.982)
348.ID	-0.990
	(0.982)
349.ID	-2.263**
	(0.982)
350.ID	-0.990
	(0.982)
352.ID	0.990
	(0.982)
353.ID	0.587
	(0.982)
354.ID	-0.990
	(0.982)
355.ID	-0.598
	(0.982)
356.ID	-0.775
	(0.982)
357.ID	0.990
	(0.982)
358.ID	-0.990
	(0.982)
359.ID	0.990
	(0.982)
361.ID	-0.990
	(0.982)
364.ID	1.276
	(0.982)
365.ID	-0.990
	(0.982)
366.ID	1.498
	(0.982)
369.ID	0.990
	(0.982)
370.ID	0.990
	(0.982)
372.ID	0.990
	(0.982)
373.ID	-0.990
	(0.982)
374.ID	0.990
	(0.982)
375.ID	-0.990
	(0.982)
377.ID	-0.990
	(0.982)
378.ID	-0.990
	(0.982)
379.ID	-0.990
	(0.982)
381.ID	-1.127
	(0.993)
382.ID	-2.263**
	(0.982)
383.ID	-0.990
	(0.982)
385.ID	0.990
	(0.982)
386.ID	-1.644*
	(0.982)
387.ID	-0.990
	(0.982)
388.ID	-0.775
	(0.982)
389.ID	0.990
	(0.982)
390.ID	1.244
	(1.012)
391.ID	-0.990
	(0.982)
393.ID	0.990
	(0.982)
394.ID	0.990
	(0.982)
395.ID	0.990
	(0.982)
396.ID	0
	(1.389)
397.ID	-0.990
	(0.982)
398.ID	-1.644*
	(0.982)
399.ID	-0.775
	(0.982)
400.ID	0.990
	(0.982)
401.ID	-0.0978
	(0.982)
402.ID	-0.990
	(0.982)
403.ID	-0.990
	(0.982)
404.ID	-0.598
	(0.982)
405.ID	-0.990
	(0.982)
406.ID	0.587
	(0.982)
407.ID	0.990
	(0.982)
408.ID	1.498
	(0.982)
409.ID	-1.775*
	(0.990)
410.ID	-0.990
	(0.982)
411.ID	-1.127
	(0.993)
412.ID	0.990
	(0.982)
413.ID	-0.598
	(0.982)
414.ID	-0.990
	(0.982)
415.ID	-0.990
	(0.982)
416.ID	-0.775
	(0.982)
417.ID	-1.644*
	(0.982)
418.ID	-0.990
	(0.982)
419.ID	-0.990
	(0.982)
420.ID	-0.775
	(0.982)
421.ID	-0.990
	(0.982)
423.ID	0.990
	(0.982)
424.ID	0.990
	(0.982)
425.ID	0.990
	(0.982)
426.ID	-0.990
	(0.982)
428.ID	-0.990
	(0.982)
429.ID	-0.990
	(0.982)
430.ID	1.498
	(0.982)
431.ID	-0.775
	(0.982)
432.ID	0.990
	(0.982)
433.ID	-0.990
	(0.982)
434.ID	-0.990
	(0.982)
435.ID	1.498
	(0.982)
436.ID	-0.775
	(0.982)
437.ID	-1.953*
	(1.027)
438.ID	0.990
	(0.982)
439.ID	0.990
	(0.982)
440.ID	-0.775
	(0.982)
441.ID	0.990
	(0.982)
442.ID	0.483
	(0.982)
445.ID	-0.990
	(0.982)
446.ID	0.990
	(0.982)
447.ID	-0.0978
	(0.982)
448.ID	0.990
	(0.982)
449.ID	0.990
	(0.982)
450.ID	-0.990
	(0.982)
451.ID	0.990
	(0.982)
452.ID	-0.775
	(0.982)
453.ID	1.498
	(0.982)
454.ID	-0.775
	(0.982)
455.ID	0.990
	(0.982)
456.ID	-2.263**
	(0.982)
457.ID	1.498
	(0.982)
458.ID	1.498
	(0.982)
459.ID	-0.775
	(0.982)
460.ID	-0.990
	(0.982)
461.ID	1.498
	(0.982)
462.ID	0.990
	(0.982)
464.ID	0.990
	(0.982)
465.ID	-0.0978
	(0.982)
466.ID	0.990
	(0.982)
467.ID	0.990
	(0.982)
468.ID	1.498
	(0.982)
469.ID	-0.990
	(0.982)
470.ID	0.990
	(0.982)
471.ID	1.498
	(0.982)
472.ID	1.498
	(0.982)
473.ID	0.990
	(0.982)
474.ID	0.990
	(0.982)
475.ID	-0.990
	(0.982)
476.ID	0.990
	(0.982)
477.ID	1.276
	(0.982)
478.ID	1.498
	(0.982)
479.ID	0.990
	(0.982)
480.ID	-0.0978
	(0.982)
481.ID	0.990
	(0.982)
482.ID	1.498
	(0.982)
483.ID	-1.454
	(0.998)
484.ID	1.276
	(0.982)
485.ID	1.498
	(0.982)
486.ID	-0.990
	(0.982)
488.ID	1.498
	(0.982)
489.ID	-1.264
	(0.982)
490.ID	-0.990
	(0.982)
493.ID	-0.990
	(0.982)
494.ID	0.990
	(0.982)
495.ID	1.244
	(1.017)
497.ID	-0.775
	(0.982)
498.ID	1.498
	(0.982)
499.ID	-0.447
	(0.982)
501.ID	-0.775
	(0.982)
502.ID	-2.263**
	(0.982)
503.ID	0.477
	(0.989)
504.ID	0.990
	(0.982)
505.ID	-0.0978
	(0.982)
506.ID	-0.882
	(0.989)
507.ID	0.990
	(0.982)
508.ID	-0.990
	(0.982)
509.ID	-0.990
	(0.982)
510.ID	0.990
	(0.982)
512.ID	-0.990
	(0.982)
514.ID	1.498
	(0.982)
515.ID	1.276
	(0.982)
518.ID	-0.990
	(0.982)
519.ID	-1.264
	(0.982)
520.ID	0.990
	(0.982)
521.ID	1.276
	(0.982)
523.ID	1.133
	(0.994)
524.ID	0.990
	(0.982)
525.ID	-0.775
	(0.982)
526.ID	0.990
	(0.982)
527.ID	0.990
	(0.982)
528.ID	1.276
	(0.982)
529.ID	0.990
	(0.982)
530.ID	-0.882
	(0.987)
532.ID	0.990
	(0.982)
535.ID	-0.990
	(0.982)
536.ID	0
	(1.389)
538.ID	0.587
	(0.982)
539.ID	-0.990
	(0.982)
540.ID	-0.990
	(0.982)
541.ID	1.276
	(0.982)
542.ID	1.498
	(0.982)
543.ID	0.990
	(0.982)
544.ID	-0.990
	(0.982)
545.ID	-1.644*
	(0.982)
546.ID	-0.990
	(0.982)
548.ID	-0.990
	(0.982)
549.ID	0.990
	(0.982)
550.ID	0.990
	(0.982)
551.ID	0.990
	(0.982)
552.ID	-0.990
	(0.982)
553.ID	0.990
	(0.982)
554.ID	-0.990
	(0.982)
555.ID	0.990
	(0.982)
556.ID	-0.990
	(0.982)
558.ID	0.990
	(0.982)
559.ID	0.990
	(0.982)
560.ID	1.498
	(0.982)
561.ID	0.990
	(0.982)
562.ID	-0.990
	(0.982)
563.ID	0.536
	(0.982)
564.ID	0.990
	(0.982)
565.ID	-0.990
	(0.982)
567.ID	-0.990
	(0.982)
568.ID	-0.990
	(0.982)
569.ID	0.990
	(0.982)
570.ID	-1.906*
	(0.982)
571.ID	0.990
	(0.982)
573.ID	-0.990
	(0.982)
574.ID	0.990
	(0.982)
575.ID	0.990
	(0.982)
576.ID	-0.990
	(0.982)
577.ID	0.990
	(0.982)
578.ID	-0.611
	(0.997)
579.ID	0.990
	(0.982)
580.ID	0.990
	(0.982)
581.ID	0.990
	(0.982)
582.ID	-0.990
	(0.982)
583.ID	-0.990
	(0.982)
584.ID	0.990
	(0.982)
585.ID	1.498
	(0.982)
586.ID	-0.990
	(0.982)
587.ID	-0.775
	(0.982)
588.ID	-0.990
	(0.982)
589.ID	0.990
	(0.982)
590.ID	0.990
	(0.982)
591.ID	0.0818
	(0.982)
592.ID	-0.775
	(0.982)
593.ID	-0.990
	(0.982)
594.ID	-1.644*
	(0.982)
595.ID	-0.990
	(0.982)
596.ID	-0.990
	(0.982)
597.ID	0.990
	(0.982)
598.ID	0.587
	(0.982)
599.ID	-0.990
	(0.982)
600.ID	-0.990
	(0.982)
601.ID	1.498
	(0.982)
604.ID	0.990
	(0.982)
605.ID	-0.990
	(0.982)
606.ID	1.498
	(0.982)
607.ID	0.990
	(0.982)
608.ID	-0.990
	(0.982)
610.ID	-0.990
	(0.982)
611.ID	-0.598
	(0.982)
612.ID	0.990
	(0.982)
613.ID	0.990
	(0.982)
614.ID	-0.990
	(0.982)
615.ID	-0.990
	(0.982)
616.ID	0.990
	(0.982)
617.ID	-0.990
	(0.982)
618.ID	0.990
	(0.982)
619.ID	-0.990
	(0.982)
621.ID	-0.598
	(0.982)
622.ID	-0.990
	(0.982)
623.ID	0.990
	(0.982)
624.ID	0.990
	(0.982)
625.ID	0.990
	(0.982)
626.ID	0.990
	(0.982)
627.ID	-0.990
	(0.982)
628.ID	0.990
	(0.982)
629.ID	1.276
	(0.982)
630.ID	0.234
	(0.982)
631.ID	0.990
	(0.982)
632.ID	-0.775
	(0.982)
633.ID	1.498
	(0.982)
634.ID	-0.990
	(0.982)
635.ID	0.990
	(0.982)
636.ID	-0.990
	(0.982)
637.ID	1.498
	(0.982)
638.ID	0.990
	(0.982)
639.ID	-1.127
	(0.993)
640.ID	0.990
	(0.982)
641.ID	0.990
	(0.982)
642.ID	0.990
	(0.982)
643.ID	0.990
	(0.982)
644.ID	-0.990
	(0.982)
645.ID	-0.990
	(0.982)
646.ID	0.990
	(0.982)
647.ID	-0.990
	(0.982)
648.ID	0.990
	(0.982)
649.ID	-0.990
	(0.982)
650.ID	-0.990
	(0.982)
651.ID	-0.447
	(0.982)
652.ID	-0.990
	(0.982)
653.ID	-0.990
	(0.982)
654.ID	-0.990
	(0.982)
655.ID	-0.775
	(0.982)
656.ID	0.234
	(0.982)
657.ID	0.990
	(0.982)
658.ID	-0.990
	(0.982)
659.ID	1.498
	(0.982)
660.ID	-0.990
	(0.982)
661.ID	1.498
	(0.982)
662.ID	-0.990
	(0.982)
663.ID	-1.644*
	(0.982)
664.ID	-0.990
	(0.982)
665.ID	-0.990
	(0.982)
666.ID	-0.990
	(0.982)
667.ID	0.990
	(0.982)
668.ID	-0.775
	(0.982)
669.ID	-0.990
	(0.982)
670.ID	0.990
	(0.982)
671.ID	-0.794
	(1.000)
672.ID	-0.990
	(0.982)
673.ID	-0.775
	(0.982)
674.ID	-0.990
	(0.982)
675.ID	-0.598
	(0.982)
676.ID	-0.882
	(0.987)
677.ID	-0.990
	(0.982)
678.ID	-0.0978
	(0.982)
679.ID	1.498
	(0.982)
680.ID	-0.990
	(0.982)
681.ID	-0.990
	(0.982)
682.ID	1.498
	(0.982)
683.ID	-0.775
	(0.982)
684.ID	-0.990
	(0.982)
685.ID	-1.644*
	(0.982)
687.ID	-0.990
	(0.982)
688.ID	0.990
	(0.982)
689.ID	0.990
	(0.982)
690.ID	-0.990
	(0.982)
691.ID	-0.990
	(0.982)
692.ID	1.276
	(0.982)
693.ID	0.990
	(0.982)
695.ID	1.498
	(0.982)
696.ID	0.990
	(0.982)
697.ID	-0.775
	(0.982)
698.ID	-0.990
	(0.982)
699.ID	-0.990
	(0.982)
700.ID	-0.990
	(0.982)
701.ID	0.990
	(0.982)
702.ID	1.498
	(0.982)
703.ID	-0.990
	(0.982)
704.ID	-0.775
	(0.982)
705.ID	-0.990
	(0.982)
706.ID	-0.990
	(0.982)
707.ID	-0.990
	(0.982)
708.ID	-1.317
	(1.038)
709.ID	-2.263**
	(0.982)
710.ID	-1.644*
	(0.982)
711.ID	1.498
	(0.982)
712.ID	-0.775
	(0.982)
713.ID	0.990
	(0.982)
714.ID	1.498
	(0.982)
715.ID	0.990
	(0.982)
716.ID	0.990
	(0.982)
717.ID	-0.990
	(0.982)
718.ID	-0.0978
	(0.982)
719.ID	-0.990
	(0.982)
720.ID	0.990
	(0.982)
721.ID	-0.990
	(0.982)
722.ID	0.234
	(0.982)
724.ID	0.990
	(0.982)
725.ID	0.990
	(0.982)
726.ID	-0.990
	(0.982)
727.ID	-0.775
	(0.982)
728.ID	-0.990
	(0.982)
729.ID	-0.990
	(0.982)
730.ID	-0.990
	(0.982)
731.ID	0.990
	(0.982)
732.ID	1.387
	(0.989)
733.ID	-0.990
	(0.982)
734.ID	-0.775
	(0.982)
735.ID	0.990
	(0.982)
736.ID	-0.990
	(0.982)
737.ID	-0.990
	(0.982)
738.ID	-0.990
	(0.982)
739.ID	-0.598
	(0.982)
740.ID	-0.990
	(0.982)
741.ID	0.990
	(0.982)
742.ID	-0.990
	(0.982)
743.ID	1.498
	(0.982)
744.ID	-0.598
	(0.982)
745.ID	1.498
	(0.982)
746.ID	-2.263**
	(0.982)
747.ID	0.990
	(0.982)
748.ID	0.990
	(0.982)
749.ID	-0.598
	(0.982)
750.ID	1.498
	(0.982)
751.ID	0.990
	(0.982)
752.ID	-0.990
	(0.982)
753.ID	1.498
	(0.982)
754.ID	0.990
	(0.982)
755.ID	0.990
	(0.982)
756.ID	0.990
	(0.982)
757.ID	-0.317
	(0.982)
758.ID	0.990
	(0.982)
759.ID	1.276
	(0.982)
760.ID	0.990
	(0.982)
761.ID	0.990
	(0.982)
762.ID	1.276
	(0.982)
763.ID	-0.990
	(0.982)
764.ID	-0.775
	(0.982)
765.ID	-0.990
	(0.982)
767.ID	0.990
	(0.982)
768.ID	0.990
	(0.982)
769.ID	-0.990
	(0.982)
770.ID	-0.990
	(0.982)
771.ID	0.990
	(0.982)
772.ID	-0.990
	(0.982)
773.ID	-0.598
	(0.982)
774.ID	-0.882
	(0.987)
776.ID	1.498
	(0.982)
777.ID	-0.990
	(0.982)
778.ID	-0.990
	(0.982)
780.ID	-0.990
	(0.982)
781.ID	1.498
	(0.982)
782.ID	1.498
	(0.982)
783.ID	0.990
	(0.982)
785.ID	0.990
	(0.982)
788.ID	-0.990
	(0.982)
789.ID	-0.990
	(0.982)
790.ID	-0.598
	(0.982)
791.ID	0.990
	(0.982)
792.ID	1.498
	(0.982)
793.ID	0.990
	(0.982)
794.ID	-2.263**
	(0.982)
795.ID	-0.990
	(0.982)
796.ID	-0.990
	(0.982)
797.ID	-0.882
	(0.987)
798.ID	1.680*
	(0.982)
799.ID	0.990
	(0.982)
800.ID	0.990
	(0.982)
801.ID	0.990
	(0.982)
802.ID	-0.990
	(0.982)
803.ID	-0.990
	(0.982)
804.ID	-0.990
	(0.982)
805.ID	-1.644*
	(0.982)
806.ID	1.498
	(0.982)
807.ID	-0.775
	(0.982)
808.ID	-0.598
	(0.982)
809.ID	1.276
	(0.982)
810.ID	0.587
	(0.982)
811.ID	-0.990
	(0.982)
812.ID	0.990
	(0.982)
813.ID	0.990
	(0.982)
814.ID	-0.990
	(0.982)
815.ID	-0.990
	(0.982)
816.ID	0.990
	(0.982)
817.ID	0.990
	(0.982)
818.ID	1.498
	(0.982)
819.ID	-0.990
	(0.982)
820.ID	-0.775
	(0.982)
821.ID	0.990
	(0.982)
822.ID	-0.598
	(0.982)
823.ID	0.990
	(0.982)
824.ID	1.498
	(0.982)
825.ID	1.276
	(0.982)
826.ID	0.990
	(0.982)
827.ID	0.990
	(0.982)
828.ID	0.990
	(0.982)
829.ID	-0.990
	(0.982)
830.ID	-0.990
	(0.982)
831.ID	-0.990
	(0.982)
832.ID	-0.990
	(0.982)
833.ID	-0.990
	(0.982)
834.ID	-0.775
	(0.982)
835.ID	-0.775
	(0.982)
836.ID	-0.775
	(0.982)
837.ID	1.498
	(0.982)
838.ID	1.498
	(0.982)
839.ID	-0.990
	(0.982)
840.ID	0.990
	(0.982)
841.ID	-0.148
	(0.982)
842.ID	0
	(1.401)
843.ID	-0.990
	(0.982)
844.ID	0.990
	(0.982)
845.ID	-0.990
	(0.982)
846.ID	-0.990
	(0.982)
847.ID	-0.775
	(0.982)
848.ID	-0.775
	(0.982)
849.ID	-2.263**
	(0.982)
850.ID	0
	(1.389)
851.ID	0.990
	(0.982)
852.ID	0.990
	(0.982)
853.ID	0.990
	(0.982)
854.ID	-0.990
	(0.982)
855.ID	-0.990
	(0.982)
856.ID	-0.990
	(0.982)
857.ID	-0.990
	(0.982)
858.ID	-0.990
	(0.982)
859.ID	-2.263**
	(0.982)
860.ID	-0.990
	(0.982)
861.ID	-0.990
	(0.982)
862.ID	-0.990
	(0.982)
863.ID	-0.990
	(0.982)
864.ID	0.990
	(0.982)
865.ID	0.990
	(0.982)
867.ID	-0.990
	(0.982)
868.ID	-2.263**
	(0.982)
869.ID	0.990
	(0.982)
870.ID	-1.264
	(0.982)
871.ID	1.498
	(0.982)
872.ID	0.990
	(0.982)
873.ID	-0.990
	(0.982)
874.ID	-0.990
	(0.982)
875.ID	0.990
	(0.982)
876.ID	-1.644*
	(0.982)
877.ID	-0.00802
	(0.985)
878.ID	-0.794
	(1.000)
879.ID	-0.990
	(0.982)
880.ID	0.990
	(0.982)
881.ID	-1.644*
	(0.982)
882.ID	0.990
	(0.982)
884.ID	0.990
	(0.982)
885.ID	0.587
	(0.982)
886.ID	-2.263**
	(0.982)
887.ID	-0.990
	(0.982)
888.ID	-0.775
	(0.982)
889.ID	-0.990
	(0.982)
890.ID	0.990
	(0.982)
891.ID	1.244
	(1.017)
892.ID	-1.644*
	(0.982)
893.ID	0.990
	(0.982)
894.ID	-2.254**
	(0.982)
895.ID	-0.990
	(0.982)
896.ID	-0.990
	(0.982)
897.ID	1.498
	(0.982)
899.ID	-0.990
	(0.982)
900.ID	-0.775
	(0.982)
901.ID	-0.990
	(0.982)
902.ID	1.498
	(0.982)
903.ID	-0.990
	(0.982)
904.ID	-0.990
	(0.982)
905.ID	-0.990
	(0.982)
906.ID	-0.990
	(0.982)
907.ID	0.990
	(0.982)
908.ID	-0.775
